source,target,relation
cracca_bertolonii,C3_orthotrope,has_trait
cracca,cracca_gerardi,has_species
cracca_gerardi,C5_flexueux,has_trait
cracca,cracca_tenuifolia,has_species
cracca_tenuifolia,C3_orthotrope,has_trait
cracca_tenuifolia,C6_robuste,has_trait
crepis,crepis_bulbosa,has_species
crepis_bulbosa,C6_robuste,has_trait
crepis,crepis_lectorum,has_species
crepis_lectorum,C6_robuste,has_trait
crepis,crepis_rhagadioloïdes,has_species
crepis_rhagadioloïdes,C3_orthotrope,has_trait
crocus,crocus_sativus,has_species
crocus_sativus,C3_orthotrope,has_trait
crocus_sativus,C8_plagiotrope,has_trait
crypturus,crypturus_loliaceus,has_species
crypturus_loliaceus,C3_orthotrope,has_trait
cucubalus,cucubalus_behen,has_species
cucubalus_behen,C3_orthotrope,has_trait
cucubalus_behen,C6_robuste,has_trait
cucubalus,cucubalus_mollissimus,has_species
cucubalus_mollissimus,C1_rampant,has_trait
cucubalus_mollissimus,C3_orthotrope,has_trait
cynocrambe,cynocrambe_prostrata,has_species
cynocrambe_prostrata,C1_rampant,has_trait
cynoglossum,cynoglossum_lateriflorum,has_species
cynoglossum_lateriflorum,C3_orthotrope,has_trait
cynosurus,cynosurus_cylindricus,has_species
cynosurus_cylindricus,C3_orthotrope,has_trait
cyperus,cyperus_monti,has_species
cyperus_monti,C3_orthotrope,has_trait
cytisus,cytisus_alpinus,has_species
cytisus_alpinus,C1_rampant,has_trait
cytisus_alpinus,C3_orthotrope,has_trait
cytisus,cytisus_candicans,has_species
cytisus_candicans,C3_orthotrope,has_trait
cytisus,cytisus_hispanicus,has_species
cytisus_hispanicus,C1_rampant,has_trait
cytisus_hispanicus,C3_orthotrope,has_trait
cytisus_hispanicus,C7_cespiteux,has_trait
cytisus,cytisus_lanigerus,has_species
cytisus_lanigerus,C3_orthotrope,has_trait
dactylis,dactylis_cynosuroides,has_species
dactylis_cynosuroides,C3_orthotrope,has_trait
danthonia,danthonia_barbata,has_species
danthonia_barbata,C1_rampant,has_trait
danthonia_barbata,C3_orthotrope,has_trait
danthonia_barbata,C8_plagiotrope,has_trait
daphne,daphne_calycina,has_species
daphne_calycina,C1_rampant,has_trait
daphne_calycina,C3_orthotrope,has_trait
daphne_calycina,C5_flexueux,has_trait
daphne_calycina,C6_robuste,has_trait
daphne_calycina,C8_plagiotrope,has_trait
delphinium,delphinium_alpinum,has_species
delphinium_alpinum,C3_orthotrope,has_trait
delphinium_alpinum,C6_robuste,has_trait
deyeuxia,deyeuxia_sylvatica,has_species
deyeuxia_sylvatica,C3_orthotrope,has_trait
deyeuxia,deyeuxia_varia,has_species
deyeuxia_varia,C3_orthotrope,has_trait
dianthus,dianthus_caryophyllées,has_species
dianthus_caryophyllées,C3_orthotrope,has_trait
dianthus_caryophyllées,C6_robuste,has_trait
dianthus_caryophyllées,C7_cespiteux,has_trait
dichostylis,dichostylis_mieheliana,has_species
dichostylis_mieheliana,C3_orthotrope,has_trait
digitaria,digitaria_debilis,has_species
digitaria_debilis,C3_orthotrope,has_trait
digitaria,digitaria_sanguinalis,has_species
digitaria_sanguinalis,C1_rampant,has_trait
dorycnium,dorycnium_hirsutum,has_species
dorycnium_hirsutum,C1_rampant,has_trait
dorycnium,dorycnium_parviflorum,has_species
dorycnium_parviflorum,C3_orthotrope,has_trait
draba,draba_crucifères,has_species
draba_crucifères,C3_orthotrope,has_trait
draba_crucifères,C5_flexueux,has_trait
dryopteris,dryopteris_lonchitis,has_species
dryopteris_lonchitis,C8_plagiotrope,has_trait
eleogiton,eleogiton_parvula,has_species
eleogiton_parvula,C3_orthotrope,has_trait
elymus,elymus_caract,has_species
elymus_caract,C3_orthotrope,has_trait
ephedra,ephedra_distachya,has_species
ephedra_distachya,C1_rampant,has_trait
ephedra_distachya,C3_orthotrope,has_trait
ephedra_distachya,C8_plagiotrope,has_trait
epipactis,epipactis_alba,has_species
epipactis_alba,C6_robuste,has_trait
epipactis_alba,C8_plagiotrope,has_trait
erica,erica_cinerea,has_species
erica_cinerea,C3_orthotrope,has_trait
erigeron,erigeron_composées,has_species
erigeron_composées,C3_orthotrope,has_trait
erigeron_composées,C6_robuste,has_trait
erigeron_composées,C8_plagiotrope,has_trait
erigeron,erigeron_glutinosum,has_species
erigeron_glutinosum,C3_orthotrope,has_trait
erigeron,erigeron_mucronatus,has_species
erigeron_mucronatus,C1_rampant,has_trait
erigeron_mucronatus,C3_orthotrope,has_trait
eruca,eruca_slenocarpa,has_species
eruca_slenocarpa,C3_orthotrope,has_trait
eruca,eruca_tenuifolia,has_species
eruca_tenuifolia,C6_robuste,has_trait
ervilia,ervilia_sativa,has_species
ervilia_sativa,C1_rampant,has_trait
ervilia_sativa,C3_orthotrope,has_trait
ervilia,ervilia_telrasperma,has_species
ervilia_telrasperma,C3_orthotrope,has_trait
eschenbachia,eschenbachia_ambigua,has_species
eschenbachia_ambigua,C1_rampant,has_trait
eschenbachia_ambigua,C3_orthotrope,has_trait
eupatorium,eupatorium_composées,has_species
eupatorium_composées,C3_orthotrope,has_trait
facchinia,facchinia_lanceolata,has_species
facchinia_lanceolata,C1_rampant,has_trait
festuca,festuca_bromoides,has_species
festuca_bromoides,C6_robuste,has_trait
festuca,festuca_catapodium,has_species
festuca_catapodium,C3_orthotrope,has_trait
festuca_catapodium,C8_plagiotrope,has_trait
festuca,festuca_catapodrum,has_species
festuca_catapodrum,C3_orthotrope,has_trait
festuca_catapodrum,C8_plagiotrope,has_trait
festuca,festuca_convoluta,has_species
festuca_convoluta,C1_rampant,has_trait
festuca_convoluta,C3_orthotrope,has_trait
festuca_convoluta,C6_robuste,has_trait
festuca,festuca_depauperata,has_species
festuca_depauperata,C3_orthotrope,has_trait
festuca,festuca_flavescens,has_species
festuca_flavescens,C1_rampant,has_trait
festuca_flavescens,C3_orthotrope,has_trait
festuca,festuca_gracilis,has_species
festuca_gracilis,C3_orthotrope,has_trait
festuca,festuca_ligustica,has_species
festuca_ligustica,C3_orthotrope,has_trait
festuca,festuca_linearis,has_species
festuca_linearis,C3_orthotrope,has_trait
festuca,festuca_linetris,has_species
festuca_linetris,C3_orthotrope,has_trait
festuca,festuca_loliacea,has_species
festuca_loliacea,C3_orthotrope,has_trait
festuca,festuca_procumbens,has_species
festuca_procumbens,C1_rampant,has_trait
festuca_procumbens,C3_orthotrope,has_trait
festuca,festuca_rottboellioides,has_species
festuca_rottboellioides,C3_orthotrope,has_trait
festuca,festuca_salzmanni,has_species
festuca_salzmanni,C3_orthotrope,has_trait
festuca,festuca_serotina,has_species
festuca_serotina,C1_rampant,has_trait
festuca_serotina,C3_orthotrope,has_trait
festuca,festuca_setacea,has_species
festuca_setacea,C3_orthotrope,has_trait
ficaria,ficaria_grandiflora,has_species
ficaria_grandiflora,C1_rampant,has_trait
ficaria_grandiflora,C3_orthotrope,has_trait
ficaria_grandiflora,C5_flexueux,has_trait
ficaria_grandiflora,C6_robuste,has_trait
ficaria_grandiflora,C8_plagiotrope,has_trait
ficaria,ficaria_nudicaulis,has_species
ficaria_nudicaulis,C1_rampant,has_trait
ficaria_nudicaulis,C3_orthotrope,has_trait
ficaria_nudicaulis,C5_flexueux,has_trait
ficaria_nudicaulis,C6_robuste,has_trait
ficaria_nudicaulis,C8_plagiotrope,has_trait
filago,filago_montana,has_species
filago_montana,C3_orthotrope,has_trait
fissidens,fissidens_milde,has_species
fissidens_milde,C7_cespiteux,has_trait
fissidens_milde,C8_plagiotrope,has_trait
fragaria,fragaria_dubia,has_species
fragaria_dubia,C3_orthotrope,has_trait
fragaria,fragaria_rubens,has_species
fragaria_rubens,C3_orthotrope,has_trait
fragaria,fragaria_verna,has_species
fragaria_verna,C1_rampant,has_trait
fragaria_verna,C5_flexueux,has_trait
fragaria,fragaria_villosa,has_species
fragaria_villosa,C3_orthotrope,has_trait
fragaria_villosa,C6_robuste,has_trait
france,france_plus,has_species
france_plus,C3_orthotrope,has_trait
france_plus,C6_robuste,has_trait
fritillaria,fritillaria_liliacées,has_species
fritillaria_liliacées,C3_orthotrope,has_trait
fussia,fussia_capillaris,has_species
fussia_capillaris,C3_orthotrope,has_trait
fussia,fussia_caryophyllea,has_species
fussia_caryophyllea,C3_orthotrope,has_trait
galium,galium_arenarium,has_species
galium_arenarium,C1_rampant,has_trait
galium_arenarium,C3_orthotrope,has_trait
galium_arenarium,C6_robuste,has_trait
galium,galium_cynanchicum,has_species
galium_cynanchicum,C3_orthotrope,has_trait
galium,galium_ochroleucum,has_species
galium_ochroleucum,C1_rampant,has_trait
galium,galium_rubiacées,has_species
galium_rubiacées,C1_rampant,has_trait
galium_rubiacées,C3_orthotrope,has_trait
galium_rubiacées,C6_robuste,has_trait
galium_rubiacées,C7_cespiteux,has_trait
galium_rubiacées,C8_plagiotrope,has_trait
gandriloa,gandriloa_atriplicoides,has_species
gandriloa_atriplicoides,C1_rampant,has_trait
gandriloa_atriplicoides,C3_orthotrope,has_trait
ganymedes,ganymedes_capax,has_species
ganymedes_capax,C3_orthotrope,has_trait
ganymedes_capax,C6_robuste,has_trait
ganymedes_capax,C8_plagiotrope,has_trait
gaya,gaya_simplez,has_species
gaya_simplez,C3_orthotrope,has_trait
gentiana,gentiana_burseri,has_species
gentiana_burseri,C1_rampant,has_trait
gentiana_burseri,C3_orthotrope,has_trait
gentiana,gentiana_gentianacées,has_species
gentiana_gentianacées,C3_orthotrope,has_trait
gentiana_gentianacées,C5_flexueux,has_trait
gentiana,gentiana_maritima,has_species
gentiana_maritima,C3_orthotrope,has_trait
gentiana,gentiana_palustris,has_species
gentiana_palustris,C3_orthotrope,has_trait
gentiana,gentiana_scilloides,has_species
gentiana_scilloides,C1_rampant,has_trait
gentiana,gentiana_spicata,has_species
gentiana_spicata,C3_orthotrope,has_trait
geranium,geranium_botrys,has_species
geranium_botrys,C1_rampant,has_trait
geranium_botrys,C3_orthotrope,has_trait
geranium_botrys,C6_robuste,has_trait
geranium,geranium_chium,has_species
geranium_chium,C3_orthotrope,has_trait
geranium,geranium_maritimum,has_species
geranium_maritimum,C1_rampant,has_trait
geranium_maritimum,C3_orthotrope,has_trait
geropogon,geropogon_calyculatus,has_species
geropogon_calyculatus,C1_rampant,has_trait
geropogon_calyculatus,C3_orthotrope,has_trait
geropogon,geropogon_glaber,has_species
geropogon_glaber,C3_orthotrope,has_trait
gladiolus,gladiolus_iridacées,has_species
gladiolus_iridacées,C1_rampant,has_trait
gladiolus_iridacées,C3_orthotrope,has_trait
gladiolus_iridacées,C5_flexueux,has_trait
gladiolus_iridacées,C6_robuste,has_trait
glaucium,glaucium_violaceum,has_species
glaucium_violaceum,C3_orthotrope,has_trait
glyceria,glyceria_tenuifolia,has_species
glyceria_tenuifolia,C3_orthotrope,has_trait
glyceria_tenuifolia,C6_robuste,has_trait
gnaphalium,gnaphalium_composées,has_species
gnaphalium_composées,C6_robuste,has_trait
gnaphalium,gnaphalium_dioicum,has_species
gnaphalium_dioicum,C3_orthotrope,has_trait
gnaphalium,gnaphalium_gallicum,has_species
gnaphalium_gallicum,C3_orthotrope,has_trait
gnaphalium,gnaphalium_montanum,has_species
gnaphalium_montanum,C1_rampant,has_trait
godinella,godinella_nemorum,has_species
godinella_nemorum,C3_orthotrope,has_trait
godinella_nemorum,C8_plagiotrope,has_trait
guepinia,guepinia_lepidium,has_species
guepinia_lepidium,C3_orthotrope,has_trait
guepinia_lepidium,C5_flexueux,has_trait
guepinia_lepidium,C6_robuste,has_trait
guepinia,guepinia_nudicaulis,has_species
guepinia_nudicaulis,C3_orthotrope,has_trait
gynandriris,gynandriris_sisyrinchium,has_species
gynandriris_sisyrinchium,C3_orthotrope,has_trait
gynandriris_sisyrinchium,C5_flexueux,has_trait
gypsocallis,gypsocallis_multiflora,has_species
gypsocallis_multiflora,C1_rampant,has_trait
halianthus,halianthus_peploides,has_species
halianthus_peploides,C1_rampant,has_trait
halianthus_peploides,C3_orthotrope,has_trait
hedysarum,hedysarum_tournef,has_species
hedysarum_tournef,C3_orthotrope,has_trait
heleocharis,heleocharis_fluitans,has_species
heleocharis_fluitans,C1_rampant,has_trait
heleocharis_fluitans,C3_orthotrope,has_trait
heleocharis,heleocharis_leptophylla,has_species
heleocharis_leptophylla,C3_orthotrope,has_trait
heleochloa,heleochloa_distans,has_species
heleochloa_distans,C3_orthotrope,has_trait
helianthemum,helianthemum_cistinées,has_species
helianthemum_cistinées,C1_rampant,has_trait
helianthemum_cistinées,C7_cespiteux,has_trait
helianthemum,helianthemum_fumana,has_species
helianthemum_fumana,C3_orthotrope,has_trait
helianthemum,helianthemum_funana,has_species
helianthemum_funana,C3_orthotrope,has_trait
helichrysum,helichrysum_composées,has_species
helichrysum_composées,C3_orthotrope,has_trait
helichrysum_composées,C6_robuste,has_trait
helleborine,helleborine_cordata,has_species
helleborine_cordata,C8_plagiotrope,has_trait
helosciadium,helosciadium_butbosum,has_species
helosciadium_butbosum,C1_rampant,has_trait
hemerocallis,hemerocallis_liliacées,has_species
hemerocallis_liliacées,C3_orthotrope,has_trait
heracleum,heracleum_canaux,has_species
heracleum_canaux,C1_rampant,has_trait
hermione,hermione_patula,has_species
hermione_patula,C3_orthotrope,has_trait
hermione,hermione_serotina,has_species
hermione_serotina,C3_orthotrope,has_trait
hermione,hermione_tazetta,has_species
hermione_tazetta,C8_plagiotrope,has_trait
hesperis,hesperis_africana,has_species
hesperis_africana,C3_orthotrope,has_trait
hesperis_africana,C5_flexueux,has_trait
hesperis,hesperis_crucifères,has_species
hesperis_crucifères,C5_flexueux,has_trait
hesperis,hesperis_liltorea,has_species
hesperis_liltorea,C3_orthotrope,has_trait
hesperis,hesperis_littorea,has_species
hesperis_littorea,C3_orthotrope,has_trait
hesperis,hesperis_marilima,has_species
hesperis_marilima,C3_orthotrope,has_trait
hieracium,hieracium_composées,has_species
hieracium_composées,C1_rampant,has_trait
hieracium_composées,C3_orthotrope,has_trait
hieracium_composées,C5_flexueux,has_trait
hieracium_composées,C6_robuste,has_trait
hieracium_composées,C8_plagiotrope,has_trait
hieracium,hieracium_integrifolium,has_species
hieracium_integrifolium,C3_orthotrope,has_trait
hippion,hippion_nivale,has_species
hippion_nivale,C3_orthotrope,has_trait
hippion,hippion_utriculosum,has_species
hippion_utriculosum,C3_orthotrope,has_trait
holcus,holcus_gryllus,has_species
holcus_gryllus,C3_orthotrope,has_trait
holosepalum,holosepalum_dubium,has_species
holosepalum_dubium,C1_rampant,has_trait
holosepalum_dubium,C3_orthotrope,has_trait
holosepalum_dubium,C6_robuste,has_trait
hordeum,hordeum_secalinum,has_species
hordeum_secalinum,C3_orthotrope,has_trait
hordeum_secalinum,C6_robuste,has_trait
hyoseris,hyoseris_pendula,has_species
hyoseris_pendula,C3_orthotrope,has_trait
hyoseris,hyoseris_rhagadiolus,has_species
hyoseris_rhagadiolus,C3_orthotrope,has_trait
hypecoum,hypecoum_procumbens,has_species
hypecoum_procumbens,C3_orthotrope,has_trait
hypecoum_procumbens,C6_robuste,has_trait
iberis,iberis_campestris,has_species
iberis_campestris,C1_rampant,has_trait
iberis_campestris,C3_orthotrope,has_trait
iberis_campestris,C6_robuste,has_trait
iberis,iberis_graminifolia,has_species
iberis_graminifolia,C3_orthotrope,has_trait
iberis_graminifolia,C6_robuste,has_trait
ilex,ilex_aquifolium,has_species
ilex_aquifolium,C1_rampant,has_trait
ilex_aquifolium,C3_orthotrope,has_trait
inula,inula_dentata,has_species
inula_dentata,C3_orthotrope,has_trait
inula,inula_dysenterica,has_species
inula_dysenterica,C3_orthotrope,has_trait
isoetella,isoetella_duriæi,has_species
isoetella_duriæi,C1_rampant,has_trait
isoetella_duriæi,C3_orthotrope,has_trait
isoetella_duriæi,C5_flexueux,has_trait
isoetella_duriæi,C6_robuste,has_trait
isoetella_duriæi,C7_cespiteux,has_trait
isoetella_duriæi,C8_plagiotrope,has_trait
isolepis,isolepis_leptalea,has_species
isolepis_leptalea,C1_rampant,has_trait
isolepis,isolepis_poiretii,has_species
isolepis_poiretii,C3_orthotrope,has_trait
isolepis_poiretii,C6_robuste,has_trait
isolepis,isolepis_pubescens,has_species
isolepis_pubescens,C1_rampant,has_trait
isolepis_pubescens,C3_orthotrope,has_trait
isolepis_pubescens,C6_robuste,has_trait
jacea,jacea_alata,has_species
jacea_alata,C3_orthotrope,has_trait
jacea,jacea_plumosa,has_species
jacea_plumosa,C6_robuste,has_trait
jirasekia,jirasekia_crassifolia,has_species
jirasekia_crassifolia,C3_orthotrope,has_trait
juncus,juncus_nemorosus,has_species
juncus_nemorosus,C3_orthotrope,has_trait
juncus_nemorosus,C6_robuste,has_trait
juncus_nemorosus,C8_plagiotrope,has_trait
juncus,juncus_pilosus,has_species
juncus_pilosus,C3_orthotrope,has_trait
juncus_pilosus,C8_plagiotrope,has_trait
koniga,koniga_macrocarpa,has_species
koniga_macrocarpa,C3_orthotrope,has_trait
lapathum,lapathum_giganteum,has_species
lapathum_giganteum,C3_orthotrope,has_trait
lapathum_giganteum,C6_robuste,has_trait
lappago,lappago_racemosa,has_species
lappago_racemosa,C3_orthotrope,has_trait
lappa,lappa_minor,has_species
lappa_minor,C1_rampant,has_trait
lappa_minor,C3_orthotrope,has_trait
lappa_minor,C6_robuste,has_trait
lasiopera,lasiopera_viscosa,has_species
lasiopera_viscosa,C1_rampant,has_trait
lasiopera_viscosa,C3_orthotrope,has_trait
lathyrus,lathyrus_monanthos,has_species
lathyrus_monanthos,C1_rampant,has_trait
lathyrus_monanthos,C3_orthotrope,has_trait
lembotropis,lembotropis_triflora,has_species
lembotropis_triflora,C1_rampant,has_trait
leontodon,leontodon_dentatum,has_species
leontodon_dentatum,C1_rampant,has_trait
leontodon_dentatum,C3_orthotrope,has_trait
lepidium,lepidium_procumbens,has_species
lepidium_procumbens,C1_rampant,has_trait
lepidium_procumbens,C3_orthotrope,has_trait
lepidium_procumbens,C6_robuste,has_trait
lepigonum,lepigonum_rubrum,has_species
lepigonum_rubrum,C1_rampant,has_trait
lepigonum,lepigonum_sperguloides,has_species
lepigonum_sperguloides,C3_orthotrope,has_trait
leucanthemum,leucanthemum_barrelieri,has_species
leucanthemum_barrelieri,C3_orthotrope,has_trait
leucanthemum,leucanthemum_chamæmelum,has_species
leucanthemum_chamæmelum,C3_orthotrope,has_trait
leucanthemum,leucanthemum_coronopifolium,has_species
leucanthemum_coronopifolium,C3_orthotrope,has_trait
libanotis,libanotis_montana,has_species
libanotis_montana,C6_robuste,has_trait
liebichia,liebichia_alpina,has_species
liebichia_alpina,C3_orthotrope,has_trait
ligusticum,ligusticum_aquilegifolium,has_species
ligusticum_aquilegifolium,C3_orthotrope,has_trait
ligusticum,ligusticum_carvi,has_species
ligusticum_carvi,C3_orthotrope,has_trait
ligusticum,ligusticum_cerväria,has_species
ligusticum_cerväria,C3_orthotrope,has_trait
ligusticum,ligusticum_meum,has_species
ligusticum_meum,C3_orthotrope,has_trait
ligusticum,ligusticum_peloponesiacum,has_species
ligusticum_peloponesiacum,C3_orthotrope,has_trait
limnochloa,limnochloa_alpina,has_species
limnochloa_alpina,C3_orthotrope,has_trait
limnochloa_alpina,C6_robuste,has_trait
linagrostis,linagrostis_vaginata,has_species
linagrostis_vaginata,C3_orthotrope,has_trait
linaria,linaria_elaline,has_species
linaria_elaline,C6_robuste,has_trait
linaria,linaria_muralis,has_species
linaria_muralis,C2_volubile,has_trait
linaria_muralis,C3_orthotrope,has_trait
linaria_muralis,C6_robuste,has_trait
linaria,linaria_viscida,has_species
linaria_viscida,C3_orthotrope,has_trait
linaria_viscida,C5_flexueux,has_trait
lindernia,lindernia_gratioloides,has_species
lindernia_gratioloides,C1_rampant,has_trait
lindernia_gratioloides,C3_orthotrope,has_trait
linosyris,linosyris_vulgaris,has_species
linosyris_vulgaris,C3_orthotrope,has_trait
linum,linum_corymatfenum,has_species
linum_corymatfenum,C1_rampant,has_trait
linum_corymatfenum,C3_orthotrope,has_trait
linum_corymatfenum,C8_plagiotrope,has_trait
linum,linum_radiola,has_species
linum_radiola,C3_orthotrope,has_trait
linum,linum_stellatum,has_species
linum_stellatum,C1_rampant,has_trait
linum,linum_strictum,has_species
linum_strictum,C3_orthotrope,has_trait
liquiritia,liquiritia_officinalis,has_species
liquiritia_officinalis,C3_orthotrope,has_trait
liquiritia_officinalis,C6_robuste,has_trait
lithospermum,lithospermum_oleifolium,has_species
lithospermum_oleifolium,C1_rampant,has_trait
lithospermum_oleifolium,C2_volubile,has_trait
lithospermum,lithospermum_orientale,has_species
lithospermum_orientale,C1_rampant,has_trait
lithospermum_orientale,C3_orthotrope,has_trait
lithospermum_orientale,C5_flexueux,has_trait
lolium,lolium_bromoides,has_species
lolium_bromoides,C6_robuste,has_trait
lolium,lolium_perenne,has_species
lolium_perenne,C3_orthotrope,has_trait
lonicera,lonicera_caprifoliacées,has_species
lonicera_caprifoliacées,C6_robuste,has_trait
lophodium,lophodium_callipteris,has_species
lophodium_callipteris,C8_plagiotrope,has_trait
lotus,lotus_maritimus,has_species
lotus_maritimus,C1_rampant,has_trait
lotus,lotus_oligoceratos,has_species
lotus_oligoceratos,C1_rampant,has_trait
lotus_oligoceratos,C3_orthotrope,has_trait
lychnis,lychnis_segetum,has_species
lychnis_segetum,C3_orthotrope,has_trait
lychnis,lychnis_vaccaria,has_species
lychnis_vaccaria,C3_orthotrope,has_trait
lychnis,lychnis_viscaria,has_species
lychnis_viscaria,C3_orthotrope,has_trait
lycopodium,lycopodium_caractère,has_species
lycopodium_caractère,C1_rampant,has_trait
lycopodium_caractère,C3_orthotrope,has_trait
lycopodium,lycopodium_selaginoides,has_species
lycopodium_selaginoides,C1_rampant,has_trait
malachium,malachium_manticum,has_species
malachium_manticum,C1_rampant,has_trait
malcolmia,malcolmia_cossoniana,has_species
malcolmia_cossoniana,C1_rampant,has_trait
malcolmia_cossoniana,C3_orthotrope,has_trait
mariscus,mariscus_acicularis,has_species
mariscus_acicularis,C3_orthotrope,has_trait
mariscus,mariscus_mucronatus,has_species
mariscus_mucronatus,C3_orthotrope,has_trait
medicago,medicago_saliva,has_species
medicago_saliva,C2_volubile,has_trait
medicago_saliva,C3_orthotrope,has_trait
medicago_saliva,C6_robuste,has_trait
melilotus,melilotus_ilalica,has_species
melilotus_ilalica,C3_orthotrope,has_trait
melilotus_ilalica,C6_robuste,has_trait
melilotus,melilotus_lupulinus,has_species
melilotus_lupulinus,C1_rampant,has_trait
melilotus_lupulinus,C3_orthotrope,has_trait
melilotus_lupulinus,C6_robuste,has_trait
melilotus_lupulinus,C8_plagiotrope,has_trait
melissa,melissa_vulgaris,has_species
melissa_vulgaris,C3_orthotrope,has_trait
mentha,mentha_aquatica,has_species
mentha_aquatica,C1_rampant,has_trait
mentha_aquatica,C3_orthotrope,has_trait
mentha,mentha_hirsuta,has_species
mentha_hirsuta,C1_rampant,has_trait
mentha_hirsuta,C3_orthotrope,has_trait
mentha_hirsuta,C6_robuste,has_trait
mentha,mentha_punctata,has_species
mentha_punctata,C1_rampant,has_trait
mentha,mentha_subgenus,has_species
mentha_subgenus,C1_rampant,has_trait
mentha_subgenus,C3_orthotrope,has_trait
metabasis,metabasis_neapolitana,has_species
metabasis_neapolitana,C3_orthotrope,has_trait
microlonchus,microlonchus_salmanticus,has_species
microlonchus_salmanticus,C3_orthotrope,has_trait
molinia,molinia_maxima,has_species
molinia_maxima,C3_orthotrope,has_trait
monogynella,monogynella_vahliana,has_species
monogynella_vahliana,C3_orthotrope,has_trait
morocarpus,morocarpus_capitatus,has_species
morocarpus_capitatus,C8_plagiotrope,has_trait
myagrum,myagrum_erucago,has_species
myagrum_erucago,C3_orthotrope,has_trait
myagrum,myagrum_erucæfolium,has_species
myagrum_erucæfolium,C3_orthotrope,has_trait
myagrum,myagrum_orientale,has_species
myagrum_orientale,C1_rampant,has_trait
myagrum_orientale,C6_robuste,has_trait
myagrum,myagrum_rugosum,has_species
myagrum_rugosum,C3_orthotrope,has_trait
myosotis,myosotis_nana,has_species
myosotis_nana,C7_cespiteux,has_trait
myrrhis,myrrhis_temula,has_species
myrrhis_temula,C3_orthotrope,has_trait
myrtus,myrtus_myrtacées,has_species
myrtus_myrtacées,C3_orthotrope,has_trait
myrtus_myrtacées,C5_flexueux,has_trait
narthecium,narthecium_boreale,has_species
narthecium_boreale,C3_orthotrope,has_trait
nasturtium,nasturtium_amphibium,has_species
nasturtium_amphibium,C5_flexueux,has_trait
nasturtium,nasturtium_procerum,has_species
nasturtium_procerum,C3_orthotrope,has_trait
nasturtium,nasturtium_siifolium,has_species
nasturtium_siifolium,C3_orthotrope,has_trait
nasturtium_siifolium,C5_flexueux,has_trait
natrix,natrix_pinguis,has_species
natrix_pinguis,C3_orthotrope,has_trait
natrix_pinguis,C6_robuste,has_trait
nectarobothrium,nectarobothrium_striatum,has_species
nectarobothrium_striatum,C1_rampant,has_trait
nectarobothrium_striatum,C3_orthotrope,has_trait
nectarobothrium_striatum,C5_flexueux,has_trait
nectarobothrium_striatum,C6_robuste,has_trait
nigritella,nigritella_fragrans,has_species
nigritella_fragrans,C5_flexueux,has_trait
nigritella_fragrans,C6_robuste,has_trait
nigritella,nigritella_globosa,has_species
nigritella_globosa,C3_orthotrope,has_trait
nigritella_globosa,C5_flexueux,has_trait
nigritella_globosa,C6_robuste,has_trait
odontites,odontites_lanceolata,has_species
odontites_lanceolata,C3_orthotrope,has_trait
odontites_lanceolata,C5_flexueux,has_trait
odontospermum,odontospermum_maritimum,has_species
odontospermum_maritimum,C3_orthotrope,has_trait
omalotheca,omalotheca_supina,has_species
omalotheca_supina,C1_rampant,has_trait
onobrychis,onobrychis_tournef,has_species
onobrychis_tournef,C1_rampant,has_trait
onobrychis_tournef,C3_orthotrope,has_trait
ophioprason,ophioprason_fistulosum,has_species
ophioprason_fistulosum,C3_orthotrope,has_trait
ornithopodium,ornithopodium_compressum,has_species
ornithopodium_compressum,C1_rampant,has_trait
ornithopodium_compressum,C3_orthotrope,has_trait
ornithopodium,ornithopodium_scorpioides,has_species
ornithopodium_scorpioides,C3_orthotrope,has_trait
orobus,orobus_luteus,has_species
orobus_luteus,C5_flexueux,has_trait
orobus,orobus_maritimus,has_species
orobus_maritimus,C1_rampant,has_trait
orobus,orobus_niger,has_species
orobus_niger,C3_orthotrope,has_trait
orobus,orobus_palustris,has_species
orobus_palustris,C3_orthotrope,has_trait
orobus,orobus_venetus,has_species
orobus_venetus,C3_orthotrope,has_trait
panicum,panicum_pumilum,has_species
panicum_pumilum,C1_rampant,has_trait
panicum_pumilum,C3_orthotrope,has_trait
panicum_pumilum,C6_robuste,has_trait
parietaria,parietaria_urticacées,has_species
parietaria_urticacées,C3_orthotrope,has_trait
paronychia,paronychia_pubescens,has_species
paronychia_pubescens,C1_rampant,has_trait
pedicularis,pedicularis_rouyana,has_species
pedicularis_rouyana,C3_orthotrope,has_trait
peplis,peplis_biflora,has_species
peplis_biflora,C1_rampant,has_trait
peplis_biflora,C3_orthotrope,has_trait
petasites,petasites_alpinus,has_species
petasites_alpinus,C3_orthotrope,has_trait
petasites_alpinus,C5_flexueux,has_trait
peucedanum,peucedanum_divaricatum,has_species
peucedanum_divaricatum,C3_orthotrope,has_trait
peucedanum,peucedanum_pyrenæum,has_species
peucedanum_pyrenæum,C3_orthotrope,has_trait
peucedanum_pyrenæum,C6_robuste,has_trait
phaca,phaca_alpina,has_species
phaca_alpina,C1_rampant,has_trait
phaca_alpina,C3_orthotrope,has_trait
phaca_alpina,C5_flexueux,has_trait
phaca_alpina,C6_robuste,has_trait
phaca_alpina,C8_plagiotrope,has_trait
phaca,phaca_frigida,has_species
phaca_frigida,C3_orthotrope,has_trait
phaca,phaca_lapponica,has_species
phaca_lapponica,C1_rampant,has_trait
phaca_lapponica,C3_orthotrope,has_trait
